b/h,a/h,T_0,P_OWC
2.5,0.6,7.75,3779.585208
2.5,0.6,8,4486.149875
2.5,0.6,8.25,5221.254737
2.5,0.6,8.5,5978.675513
2.5,0.6,8.75,6749.614365
2.5,0.6,9,7524.012976
2.5,0.6,9.25,8291.67028
2.5,0.6,9.5,9043.066736
2.5,0.6,9.75,9769.877887
2.5,0.6,10,10465.20834
2.5,0.6,10.25,11123.61683
2.5,0.6,10.5,11741.00776
2.5,0.6,10.75,12314.45658
2.5,0.6,11,12842.01831
2.5,0.6,11.25,13322.54952
2.5,0.6,11.5,13755.5582
2.5,0.6,11.75,14141.08509
2.5,0.6,12,14479.61322
2.5,0.6,12.25,14771.99977
2.5,0.6,12.5,15019.4236
2.5,0.6,12.75,15223.34256
2.5,0.6,13,15385.45607
2.5,0.6,13.25,15507.67
2.5,0.6,13.5,15592.06195
2.5,0.6,13.75,15640.84644
2.5,0.6,14,15656.33995
2.5,0.6,14.25,15640.92633
2.5,0.6,14.5,15597.02344
2.5,0.6,14.75,15527.05167
2.5,0.6,15,15433.40522
2.5,0.7,4,1081.663672
2.5,0.7,4.25,144.8086841
2.5,0.7,4.5,240.8777351
2.5,0.7,4.75,428.8175614
2.5,0.7,5,751.9089115
2.5,0.7,5.25,1287.103898
2.5,0.7,5.5,2794.914428
2.5,0.7,5.75,14031.11439
2.5,0.7,6,445.8028844
2.5,0.7,6.25,98.17794449
2.5,0.7,6.5,508.8160582
2.5,0.7,6.75,945.6042849
2.5,0.7,7,1379.656807
2.5,0.7,7.25,1819.349994
2.5,0.7,7.5,2275.412952
2.5,0.7,7.75,2755.99122
2.5,0.7,8,3265.745912
2.5,0.7,8.25,3806.081741
2.5,0.7,8.5,4375.741471
2.5,0.7,8.75,4971.48563
2.5,0.7,9,5588.742623
2.5,0.7,9.25,6222.174226
2.5,0.7,9.5,6866.126628
2.5,0.7,9.75,7514.95933
2.5,0.7,10,8163.257476
2.5,0.7,10.25,8805.94812
2.5,0.7,10.5,9438.345862
2.5,0.7,10.75,10056.15402
2.5,0.7,11,10655.44378
2.5,0.7,11.25,11232.62792
2.5,0.7,11.5,11784.43975
2.5,0.7,11.75,12307.92252
2.5,0.7,12,12800.43029
2.5,0.7,12.25,13259.63886
2.5,0.7,12.5,13683.56326
2.5,0.7,12.75,14070.57806
2.5,0.7,13,14419.43654
2.5,0.7,13.25,14729.28532
2.5,0.7,13.5,14999.67185
2.5,0.7,13.75,15230.54313
2.5,0.7,14,15422.23488
2.5,0.7,14.25,15575.45126
2.5,0.7,14.5,15691.23611
2.5,0.7,14.75,15770.93702
2.5,0.7,15,15816.16404
2.5,0.8,4,3121.813792
2.5,0.8,4.25,89.17402342
2.5,0.8,4.5,142.0505216
2.5,0.8,4.75,240.3635567
2.5,0.8,5,400.3815876
2.5,0.8,5.25,637.1118135
2.5,0.8,5.5,1183.767374
2.5,0.8,5.75,4594.353944
2.5,0.8,6,674.5161
2.5,0.8,6.25,86.50123385
2.5,0.8,6.5,388.7866352
2.5,0.8,6.75,678.8040046
2.5,0.8,7,957.1974408
2.5,0.8,7.25,1236.00062
2.5,0.8,7.5,1524.553098
2.5,0.8,7.75,1829.461155
2.5,0.8,8,2154.994904
2.5,0.8,8.25,2503.526815
2.5,0.8,8.5,2875.958284
2.5,0.8,8.75,3272.099889
2.5,0.8,9,3690.992348
2.5,0.8,9.25,4131.165369
2.5,0.8,9.5,4590.835025
2.5,0.8,9.75,5068.04316
2.5,0.8,10,5560.745413
2.5,0.8,10.25,6066.856443
2.5,0.8,10.5,6584.262817
2.5,0.8,10.75,7110.814019
2.5,0.8,11,7644.30116
2.5,0.8,11.25,8182.431464
2.5,0.8,11.5,8722.804813
2.5,0.8,11.75,9262.896891
2.5,0.8,12,9800.051953
2.5,0.8,12.25,10331.48691
2.5,0.8,12.5,10854.30739
2.5,0.8,12.75,11365.53545
2.5,0.8,13,11862.14801
2.5,0.8,13.25,12341.1242
2.5,0.8,13.5,12799.49962
2.5,0.8,13.75,13234.42467
2.5,0.8,14,13643.22431
2.5,0.8,14.25,14023.45611
2.5,0.8,14.5,14372.96376
2.5,0.8,14.75,14689.9234
2.5,0.8,15,14972.88056
3,0.1,4,6525.942638
3,0.1,4.25,2541.64473
3,0.1,4.5,249.0847186
3,0.1,4.75,3519.396298
3,0.1,5,6915.008661
3,0.1,5.25,9555.216162
3,0.1,5.5,9873.983519
3,0.1,5.75,8270.391309
3,0.1,6,5956.885974
3,0.1,6.25,3550.841486
3,0.1,6.5,1565.341926
3,0.1,6.75,369.5933237
3,0.1,7,0.039485672
3,0.1,7.25,284.5362796
3,0.1,7.5,1020.164716
3,0.1,7.75,2041.312225
3,0.1,8,3222.876003
3,0.1,8.25,4470.771638
3,0.1,8.5,5715.480137
3,0.1,8.75,6908.463468
3,0.1,9,8019.073297
3,0.1,9.25,9030.987272
3,0.1,9.5,9938.388616
3,0.1,9.75,10742.4439
3,0.1,10,11448.45577
3,0.1,10.25,12063.80569
3,0.1,10.5,12596.60454
3,0.1,10.75,13054.88979
3,0.1,11,13446.20196
3,0.1,11.25,13777.40261
3,0.1,11.5,14054.63364
3,0.1,11.75,14283.35166
3,0.1,12,14468.39602
3,0.1,12.25,14614.06702
3,0.1,12.5,14724.20163
3,0.1,12.75,14802.24097
3,0.1,13,14851.28766
3,0.1,13.25,14874.1532
3,0.1,13.5,14873.39638
3,0.1,13.75,14851.35424
3,0.1,14,14810.16702
3,0.1,14.25,14751.79836
3,0.1,14.5,14678.05182
3,0.1,14.75,14590.58478
3,0.1,15,14490.92014
3,0.2,4,5390.273377
3,0.2,4.25,5485.347748
3,0.2,4.5,257.0329245
3,0.2,4.75,3018.575027
3,0.2,5,6094.317413
3,0.2,5.25,9391.124971
3,0.2,5.5,11091.69503
3,0.2,5.75,10020.16048
3,0.2,6,7327.753747
3,0.2,6.25,4272.445707
3,0.2,6.5,1808.088906
3,0.2,6.75,409.2834542
3,0.2,7,0.071305887
3,0.2,7.25,290.0294059
3,0.2,7.5,1021.199839
3,0.2,7.75,2016.10163
3,0.2,8,3155.688148
3,0.2,8.25,4356.408698
3,0.2,8.5,5557.995821
3,0.2,8.75,6717.926994
3,0.2,9,7808.263033
3,0.2,9.25,8812.855323
3,0.2,9.5,9724.498541
3,0.2,9.75,10542.23996
3,0.2,10,11269.10324
3,0.2,10.25,11910.35619
3,0.2,10.5,12472.30661
3,0.2,10.75,12961.53436
3,0.2,11,13384.44531
3,0.2,11.25,13747.04324
3,0.2,11.5,14054.83817
3,0.2,11.75,14312.83376
3,0.2,12,14525.5558
3,0.2,12.25,14697.09851
3,0.2,12.5,14831.17519
3,0.2,12.75,14931.1663
3,0.2,13,15000.16179
3,0.2,13.25,15040.99682
3,0.2,13.5,15056.28112
3,0.2,13.75,15048.42277
3,0.2,14,15019.64752
3,0.2,14.25,14972.01441
3,0.2,14.5,14907.42878
3,0.2,14.75,14827.65318
3,0.2,15,14734.31681
3,0.3,4,2144.652928
3,0.3,4.25,10338.16822
3,0.3,4.5,250.4696569
3,0.3,4.75,2213.823288
3,0.3,5,4441.604921
3,0.3,5.25,7572.300727
3,0.3,5.5,11008.72341
3,0.3,5.75,12141.58634
3,0.3,6,9758.267043
3,0.3,6.25,5634.405043
3,0.3,6.5,2229.396229
3,0.3,6.75,467.8332342
3,0.3,7,0.10597264
3,0.3,7.25,293.2926211
3,0.3,7.5,1002.437077
3,0.3,7.75,1939.227705
3,0.3,8,2997.42066
3,0.3,8.25,4109.907562
3,0.3,8.5,5229.962163
3,0.3,8.75,6323.950568
3,0.3,9,7368.330119
3,0.3,9.25,8347.830956
3,0.3,9.5,9253.800967
3,0.3,9.75,10082.57948
3,0.3,10,10834.00933
3,0.3,10.25,11510.20516
3,0.3,10.5,12114.61862
3,0.3,10.75,12651.38214
3,0.3,11,13124.88048
3,0.3,11.25,13539.49166
3,0.3,11.5,13899.44455
3,0.3,11.75,14208.75138
3,0.3,12,14471.18523
3,0.3,12.25,14690.28197
3,0.3,12.5,14869.35398
3,0.3,12.75,15011.5078
3,0.3,13,15119.66176
3,0.3,13.25,15196.56154
3,0.3,13.5,15244.79295
3,0.3,13.75,15266.79219
3,0.3,14,15264.85378
3,0.3,14.25,15241.13688
3,0.3,14.5,15197.67035
3,0.3,14.75,15136.35713
3,0.3,15,15058.97826
3,0.4,4,794.6604469
3,0.4,4.25,3099.366478
3,0.4,4.5,224.2348239
3,0.4,4.75,1439.179852
3,0.4,5,2757.229413
3,0.4,5.25,4832.815206
3,0.4,5.5,8179.401751
3,0.4,5.75,12020.21008
3,0.4,6,12834.64107
3,0.4,6.25,8135.665852
3,0.4,6.5,2959.245358
3,0.4,6.75,550.8052458
3,0.4,7,0.139387553
3,0.4,7.25,291.865936
3,0.4,7.5,957.9032013
3,0.4,7.75,1804.696907
3,0.4,8,2744.750289
3,0.4,8.25,3730.385963
3,0.4,8.5,4730.131655
3,0.4,8.75,5720.75031
3,0.4,9,6684.650034
3,0.4,9.25,7608.899105
3,0.4,9.5,8484.555101
3,0.4,9.75,9305.977153
3,0.4,10,10070.10912
3,0.4,10.25,10775.80834
3,0.4,10.5,11423.27511
3,0.4,10.75,12013.60613
3,0.4,11,12548.46795
3,0.4,11.25,13029.87173
3,0.4,11.5,13460.02589
3,0.4,11.75,13841.24419
3,0.4,12,14175.89094
3,0.4,12.25,14466.34916
3,0.4,12.5,14715.00215
3,0.4,12.75,14924.22192
3,0.4,13,15096.36061
3,0.4,13.25,15233.74281
3,0.4,13.5,15338.65771
3,0.4,13.75,15413.35094
3,0.4,14,15460.01609
3,0.4,14.25,15480.78626
3,0.4,14.5,15477.72602
3,0.4,14.75,15452.82412
3,0.4,15,15407.98707
3,0.5,4,348.1718977
3,0.5,4.25,952.133602
3,0.5,4.5,183.9730298
3,0.5,4.75,883.6275032
3,0.5,5,1597.149896
3,0.5,5.25,2728.477179
3,0.5,5.5,4764.263193
3,0.5,5.75,8262.637037
3,0.5,6,12964.60774
3,0.5,6.25,12200.0899
3,0.5,6.5,4318.491125
3,0.5,6.75,670.4644505
3,0.5,7,0.168677211
3,0.5,7.25,284.018054
3,0.5,7.5,886.2618347
3,0.5,7.75,1617.450868
3,0.5,8,2412.495773
3,0.5,8.25,3242.663795
3,0.5,8.5,4090.58041
3,0.5,8.75,4943.02226
3,0.5,9,5788.999355
3,0.5,9.25,6619.34495
3,0.5,9.5,7426.620717
3,0.5,9.75,8205.002097
3,0.5,10,8950.085544
3,0.5,10.25,9658.652878
3,0.5,10.5,10328.43357
3,0.5,10.75,10957.89437
3,0.5,11,11546.06974
3,0.5,11.25,12092.43463
3,0.5,11.5,12596.81444
3,0.5,11.75,13059.32401
3,0.5,12,13480.3273
3,0.5,12.25,13860.41024
3,0.5,12.5,14200.36114
3,0.5,12.75,14501.15444
3,0.5,13,14763.93504
3,0.5,13.25,14990.00178
3,0.5,13.5,15180.78935
3,0.5,13.75,15337.84871
3,0.5,14,15462.82615
3,0.5,14.25,15557.44175
3,0.5,14.5,15623.46782
3,0.5,14.75,15662.70776
3,0.5,15,15676.97619
3,0.6,4,177.6885568
3,0.6,4.25,404.3119689
3,0.6,4.5,140.4047007
3,0.6,4.75,535.5285698
3,0.6,5,917.9887542
3,0.6,5.25,1505.916763
3,0.6,5.5,2552.917798
3,0.6,5.75,4480.48286
3,0.6,6,8321.015662
3,0.6,6.25,14423.43882
3,0.6,6.5,7167.65824
3,0.6,6.75,854.8951164
3,0.6,7,0.191783118
3,0.6,7.25,268.6699245
3,0.6,7.5,789.5894001
3,0.6,7.75,1389.093974
3,0.6,8,2025.342105
3,0.6,8.25,2685.394462
3,0.6,8.5,3362.776174
3,0.6,8.75,4052.223234
3,0.6,9,4748.631798
3,0.6,9.25,5447.041603
3,0.6,9.5,6142.795214
3,0.6,9.75,6831.654459
3,0.6,10,7509.836264
3,0.6,10.25,8173.990872
3,0.6,10.5,8821.150074
3,0.6,10.75,9448.668447
3,0.6,11,10054.17177
3,0.6,11.25,10635.51931
3,0.6,11.5,11190.7814
3,0.6,11.75,11718.2307
3,0.6,12,12216.34372
3,0.6,12.25,12683.8092
3,0.6,12.5,13119.53951
3,0.6,12.75,13522.68233
3,0.6,13,13892.63006
3,0.6,13.25,14229.02544
3,0.6,13.5,14531.76242
3,0.6,13.75,14800.98169
3,0.6,14,15037.06118
3,0.6,14.25,15240.60173
3,0.6,14.5,15412.40875
3,0.6,14.75,15553.47073
3,0.6,15,15664.93539
3,0.7,4,101.3517335
3,0.7,4.25,206.9445784
3,0.7,4.5,101.4093447
3,0.7,4.75,324.60342
3,0.7,5,531.1403025
3,0.7,5.25,836.4795475
3,0.7,5.5,1357.234177
3,0.7,5.75,2275.59702
3,0.7,6,4113.644468
3,0.7,6.25,9061.260271
3,0.7,6.5,13073.43687
3,0.7,6.75,1181.48423
3,0.7,7,0.207606124
3,0.7,7.25,245.0845821
3,0.7,7.5,671.3611567
3,0.7,7.75,1132.651407
3,0.7,8,1608.625889
3,0.7,8.25,2097.675753
3,0.7,8.5,2600.278086
3,0.7,8.75,3116.253156
3,0.7,9,3644.596598
3,0.7,9.25,4183.749809
3,0.7,9.5,4731.859425
3,0.7,9.75,5286.949987
3,0.7,10,5847.01447
3,0.7,10.25,6410.049489
3,0.7,10.5,6974.057847
3,0.7,10.75,7537.036151
3,0.7,11,8096.959247
3,0.7,11.25,8651.768475
3,0.7,11.5,9199.367312
3,0.7,11.75,9737.625653
3,0.7,12,10264.39254
3,0.7,12.25,10777.51622
3,0.7,12.5,11274.87006
3,0.7,12.75,11754.38245
3,0.7,13,12214.06891
3,0.7,13.25,12652.06464
3,0.7,13.5,13066.65581
3,0.7,13.75,13456.30818
3,0.7,14,13819.69186
3,0.7,14.25,14155.7012
3,0.7,14.5,14463.46917
3,0.7,14.75,14742.37603
3,0.7,15,14992.05195
3,0.8,4,61.6597413
3,0.8,4.25,115.8443137
3,0.8,4.5,69.38605941
3,0.8,4.75,192.9321472
3,0.8,5,301.5859419
3,0.8,5.25,455.939289
3,0.8,5.5,706.7953031
3,0.8,5.75,1119.629345
3,0.8,6,1866.17776
3,0.8,6.25,3722.928207
3,0.8,6.5,12620.40109
3,0.8,6.75,1959.543393
3,0.8,7,0.216078938
3,0.8,7.25,211.9558503
3,0.8,7.5,533.1657057
3,0.8,7.75,856.2873924
3,0.8,8,1178.767337
3,0.8,8.25,1505.65203
3,0.8,8.5,1840.706003
3,0.8,8.75,2186.0625
3,0.8,9,2542.739271
3,0.8,9.25,2911.079439
3,0.8,9.5,3291.038559
3,0.8,9.75,3682.355089
3,0.8,10,4084.641627
3,0.8,10.25,4497.427165
3,0.8,10.5,4920.169804
3,0.8,10.75,5352.253102
3,0.8,11,5792.974504
3,0.8,11.25,6241.53116
3,0.8,11.5,6697.00634
3,0.8,11.75,7158.358357
3,0.8,12,7624.413053
3,0.8,12.25,8093.860431
3,0.8,12.5,8565.255683
3,0.8,12.75,9037.024699
3,0.8,13,9507.473994
3,0.8,13.25,9974.804877
3,0.8,13.5,10437.13159
3,0.8,13.75,10892.50306
3,0.8,14,11338.92764
3,0.8,14.25,11774.40046
3,0.8,14.5,12196.93242
3,0.8,14.75,12604.58015
3,0.8,15,12995.47607
3.5,0.1,4,1938.726471
3.5,0.1,4.25,7115.966612
3.5,0.1,4.5,5962.042731
3.5,0.1,4.75,563.3653763
3.5,0.1,5,930.4646765
3.5,0.1,5.25,4620.410399
3.5,0.1,5.5,8071.421521
3.5,0.1,5.75,10048.88652
3.5,0.1,6,10681.22097
3.5,0.1,6.25,10039.21065
3.5,0.1,6.5,8304.406564
3.5,0.1,6.75,5999.69325
3.5,0.1,7,3733.268437
3.5,0.1,7.25,1911.102029
3.5,0.1,7.5,696.5518034
3.5,0.1,7.75,95.29106221
3.5,0.1,8,33.81112537
3.5,0.1,8.25,405.4736984
3.5,0.1,8.5,1096.326115
3.5,0.1,8.75,2000.537414
3.5,0.1,9,3028.964266
3.5,0.1,9.25,4112.272214
3.5,0.1,9.5,5200.168066
3.5,0.1,9.75,6258.490913
3.5,0.1,10,7265.601517
3.5,0.1,10.25,8208.969232
3.5,0.1,10.5,9082.360271
3.5,0.1,10.75,9883.711233
3.5,0.1,11,10613.61194
3.5,0.1,11.25,11274.26783
3.5,0.1,11.5,11868.81284
3.5,0.1,11.75,12400.86638
3.5,0.1,12,12874.25427
3.5,0.1,12.25,13292.83696
3.5,0.1,12.5,13660.40661
3.5,0.1,12.75,13980.62753
3.5,0.1,13,14257.00347
3.5,0.1,13.25,14492.86135
3.5,0.1,13.5,14691.34495
3.5,0.1,13.75,14855.41457
3.5,0.1,14,14987.85003
3.5,0.1,14.25,15091.2559
3.5,0.1,14.5,15168.06774
3.5,0.1,14.75,15220.5591
3.5,0.1,15,15250.84877
3.5,0.2,4,1370.838136
3.5,0.2,4.25,5633.41751
3.5,0.2,4.5,8822.740464
3.5,0.2,4.75,792.5286476
3.5,0.2,5,905.7079397
3.5,0.2,5.25,4134.990492
3.5,0.2,5.5,7524.081471
3.5,0.2,5.75,10058.37244
3.5,0.2,6,11432.26964
3.5,0.2,6.25,11322.65834
3.5,0.2,6.5,9640.527625
3.5,0.2,6.75,6984.681811
3.5,0.2,7,4274.704787
3.5,0.2,7.25,2132.057756
3.5,0.2,7.5,755.9749705
3.5,0.2,7.75,101.1253506
3.5,0.2,8,34.54436191
3.5,0.2,8.25,409.9576051
3.5,0.2,8.5,1095.074848
3.5,0.2,8.75,1980.163344
3.5,0.2,9,2979.420647
3.5,0.2,9.25,4029.085565
3.5,0.2,9.5,5083.993244
3.5,0.2,9.75,6113.65271
3.5,0.2,10,7098.544529
3.5,0.2,10.25,8027.002981
3.5,0.2,10.5,8892.786267
3.5,0.2,10.75,9693.28602
3.5,0.2,11,10428.26143
3.5,0.2,11.25,11098.97176
3.5,0.2,11.5,11707.59591
3.5,0.2,11.75,12256.85115
3.5,0.2,12,12749.74617
3.5,0.2,12.25,13189.42291
3.5,0.2,12.5,13579.05599
3.5,0.2,12.75,13921.78912
3.5,0.2,13,14220.69503
3.5,0.2,13.25,14478.7503
3.5,0.2,13.5,14698.81971
3.5,0.2,13.75,14883.64668
3.5,0.2,14,15035.84767
3.5,0.2,14.25,15157.9094
3.5,0.2,14.5,15252.18795
3.5,0.2,14.75,15320.90929
3.5,0.2,15,15366.17095
3.5,0.3,4,779.5191203
3.5,0.3,4.25,2714.077155
3.5,0.3,4.5,7927.852904
3.5,0.3,4.75,1356.875137
3.5,0.3,5,818.2724707
3.5,0.3,5.25,3278.244826
3.5,0.3,5.5,6144.73125
3.5,0.3,5.75,8983.020099
3.5,0.3,6,11398.46624
3.5,0.3,6.25,12612.51684
3.5,0.3,6.5,11662.49431
3.5,0.3,6.75,8706.498939
3.5,0.3,7,5234.262069
3.5,0.3,7.25,2502.236897
3.5,0.3,7.5,846.2919352
3.5,0.3,7.75,108.7299686
3.5,0.3,8,35.38442965
3.5,0.3,8.25,410.9721477
3.5,0.3,8.5,1076.859036
3.5,0.3,8.75,1920.472871
3.5,0.3,9,2862.934771
3.5,0.3,9.25,3849.569732
3.5,0.3,9.5,4843.04287
3.5,0.3,9.75,5818.371365
3.5,0.3,10,6759.277119
3.5,0.3,10.25,7655.537397
3.5,0.3,10.5,8501.087713
3.5,0.3,10.75,9292.687113
3.5,0.3,11,10028.99508
3.5,0.3,11.25,10709.94252
3.5,0.3,11.5,11336.3079
3.5,0.3,11.75,11909.43376
3.5,0.3,12,12431.03721
3.5,0.3,12.25,12903.0827
3.5,0.3,12.5,13327.69538
3.5,0.3,12.75,13707.10072
3.5,0.3,13,14043.58112
3.5,0.3,13.25,14339.4436
3.5,0.3,13.5,14596.99479
3.5,0.3,13.75,14818.52104
3.5,0.3,14,15006.2722
3.5,0.3,14.25,15162.44827
3.5,0.3,14.5,15289.18837
3.5,0.3,14.75,15388.56187
3.5,0.3,15,15462.56122
3.5,0.4,4,408.0931104
3.5,0.4,4.25,1147.187738
3.5,0.4,4.5,3292.383635
3.5,0.4,4.75,3154.725108
3.5,0.4,5,679.777007
3.5,0.4,5.25,2326.452184
3.5,0.4,5.5,4341.309142
3.5,0.4,5.75,6756.092858
3.5,0.4,6,9567.405874
3.5,0.4,6.25,12370.92776
3.5,0.4,6.5,13592.20853
3.5,0.4,6.75,11351.10293
3.5,0.4,7,6878.693045
3.5,0.4,7.25,3104.289285
3.5,0.4,7.5,976.6356652
3.5,0.4,7.75,117.9075703
3.5,0.4,8,36.13249377
3.5,0.4,8.25,405.9851144
3.5,0.4,8.5,1036.349016
3.5,0.4,8.75,1814.743303
3.5,0.4,9,2672.710112
3.5,0.4,9.25,3567.10618
3.5,0.4,9.5,4470.013822
3.5,0.4,9.75,5363.063161
3.5,0.4,10,6234.060748
3.5,0.4,10.25,7074.895008
3.5,0.4,10.5,7880.192955
3.5,0.4,10.75,8646.443266
3.5,0.4,11,9371.419295
3.5,0.4,11.25,10053.79866
3.5,0.4,11.5,10692.91236
3.5,0.4,11.75,11288.57879
3.5,0.4,12,11840.99299
3.5,0.4,12.25,12350.65096
3.5,0.4,12.5,12818.29601
3.5,0.4,12.75,13244.87854
3.5,0.4,13,13631.52378
3.5,0.4,13.25,13979.50428
3.5,0.4,13.5,14290.21518
3.5,0.4,13.75,14565.15126
3.5,0.4,14,14805.88541
3.5,0.4,14.25,15014.0483
3.5,0.4,14.5,15191.30935
3.5,0.4,14.75,15339.35909
3.5,0.4,15,15459.89311
3.5,0.5,4,217.5611826
3.5,0.5,4.25,529.5478184
3.5,0.5,4.5,1308.881025
3.5,0.5,4.75,11184.75057
3.5,0.5,5,524.0748162
3.5,0.5,5.25,1534.768183
3.5,0.5,5.5,2774.697751
3.5,0.5,5.75,4390.420469
3.5,0.5,6,6579.965195
3.5,0.5,6.25,9594.20558
3.5,0.5,6.5,13094.51399
3.5,0.5,6.75,14193.71159
3.5,0.5,7,9681.593049
3.5,0.5,7.25,4129.076778
3.5,0.5,7.5,1168.051424
3.5,0.5,7.75,128.7748362
3.5,0.5,8,36.61520779
3.5,0.5,8.25,393.2714335
3.5,0.5,8.5,971.4183875
3.5,0.5,8.75,1663.119268
3.5,0.5,9,2413.045284
3.5,0.5,9.25,3190.476906
3.5,0.5,9.5,3977.083776
3.5,0.5,9.75,4761.230634
3.5,0.5,10,5535.125733
3.5,0.5,10.25,6293.294249
3.5,0.5,10.5,7031.714501
3.5,0.5,10.75,7747.310089
3.5,0.5,11,8437.645125
3.5,0.5,11.25,9100.740777
3.5,0.5,11.5,9734.966236
3.5,0.5,11.75,10338.9757
3.5,0.5,12,10911.67343
3.5,0.5,12.25,11452.19513
3.5,0.5,12.5,11959.89821
3.5,0.5,12.75,12434.35586
3.5,0.5,13,12875.35194
3.5,0.5,13.25,13282.87471
3.5,0.5,13.5,13657.10867
3.5,0.5,13.75,13998.42391
3.5,0.5,14,14307.36317
3.5,0.5,14.25,14584.62685
3.5,0.5,14.5,14831.05641
3.5,0.5,14.75,15047.61669
3.5,0.5,15,15235.37764
3.5,0.6,4,122.9466279
3.5,0.6,4.25,273.184399
3.5,0.6,4.5,604.6553619
3.5,0.6,4.75,7562.42848
3.5,0.6,5,380.9097016
3.5,0.6,5.25,974.1131225
3.5,0.6,5.5,1689.482249
3.5,0.6,5.75,2636.559205
3.5,0.6,6,3966.337675
3.5,0.6,6.25,5996.48395
3.5,0.6,6.5,9276.783699
3.5,0.6,6.75,13773.3508
3.5,0.6,7,13733.05241
3.5,0.6,7.25,6053.359448
3.5,0.6,7.5,1469.51669
3.5,0.6,7.75,141.8810431
3.5,0.6,8,36.6764935
3.5,0.6,8.25,371.6264559
3.5,0.6,8.5,882.0118271
3.5,0.6,8.75,1469.939757
3.5,0.6,9,2094.781366
3.5,0.6,9.25,2737.636869
3.5,0.6,9.5,3388.672002
3.5,0.6,9.75,4042.156157
3.5,0.6,10,4694.339286
3.5,0.6,10.25,5342.469998
3.5,0.6,10.5,5984.310729
3.5,0.6,10.75,6617.887533
3.5,0.6,11,7241.359463
3.5,0.6,11.25,7852.953312
3.5,0.6,11.5,8450.936097
3.5,0.6,11.75,9033.610063
3.5,0.6,12,9599.321186
3.5,0.6,12.25,10146.47539
3.5,0.6,12.5,10673.55868
3.5,0.6,12.75,11179.15838
3.5,0.6,13,11661.98383
3.5,0.6,13.25,12120.88487
3.5,0.6,13.5,12554.8675
3.5,0.6,13.75,12963.10602
3.5,0.6,14,13344.95127
3.5,0.6,14.25,13699.93504
3.5,0.6,14.5,14027.7707
3.5,0.6,14.75,14328.35019
3.5,0.6,15,14601.7379
3.5,0.7,4,73.93399178
3.5,0.7,4.25,153.4878492
3.5,0.7,4.5,313.0995864
3.5,0.7,4.75,1815.739704
3.5,0.7,5,263.5492256
3.5,0.7,5.25,602.6266621
3.5,0.7,5.5,1002.35523
3.5,0.7,5.75,1523.238979
3.5,0.7,6,2239.570914
3.5,0.7,6.25,3321.670361
3.5,0.7,6.5,5169.588858
3.5,0.7,6.75,8760.450306
3.5,0.7,7,14714.6326
3.5,0.7,7.25,10098.50014
3.5,0.7,7.5,2017.217597
3.5,0.7,7.75,158.7553651
3.5,0.7,8,36.15135784
3.5,0.7,8.25,339.9053829
3.5,0.7,8.5,768.6468322
3.5,0.7,8.75,1240.612669
3.5,0.7,9,1730.25235
3.5,0.7,9.25,2228.769896
3.5,0.7,9.5,2732.91118
3.5,0.7,9.75,3241.35268
3.5,0.7,10,3753.422858
3.5,0.7,10.25,4268.616518
3.5,0.7,10.5,4786.400829
3.5,0.7,10.75,5306.136549
3.5,0.7,11,5827.048105
3.5,0.7,11.25,6348.216246
3.5,0.7,11.5,6868.58224
3.5,0.7,11.75,7386.958745
3.5,0.7,12,7902.044985
3.5,0.7,12.25,8412.444915
3.5,0.7,12.5,8916.687571
3.5,0.7,12.75,9413.248931
3.5,0.7,13,9900.574761
3.5,0.7,13.25,10377.1039
3.5,0.7,13.5,10841.29152
3.5,0.7,13.75,11291.63174
3.5,0.7,14,11726.67937
3.5,0.7,14.25,12145.07001
3.5,0.7,14.5,12545.53838
3.5,0.7,14.75,12926.93436
3.5,0.7,15,13288.23653
3.5,0.8,4,46.29599194
3.5,0.8,4.25,89.92736163
3.5,0.8,4.5,170.3341486
3.5,0.8,4.75,626.5713448
3.5,0.8,5,171.5786493
3.5,0.8,5.25,356.6261165
3.5,0.8,5.5,569.2591317
3.5,0.8,5.75,838.0198003
3.5,0.8,6,1191.715508
3.5,0.8,6.25,1697.00412
3.5,0.8,6.5,2511.449126
3.5,0.8,6.75,4079.870366
3.5,0.8,7,8022.945379
3.5,0.8,7.25,15654.66049
3.5,0.8,7.5,3355.722387
3.5,0.8,7.75,184.0337403
3.5,0.8,8,34.78743007
3.5,0.8,8.25,295.8257958
3.5,0.8,8.5,629.4305761
3.5,0.8,8.75,976.5201583
3.5,0.8,9,1325.915653
3.5,0.8,9.25,1676.52993
3.5,0.8,9.5,2029.417805
3.5,0.8,9.75,2385.885093
3.5,0.8,10,2747.042465
3.5,0.8,10.25,3113.730376
3.5,0.8,10.5,3486.535361
3.5,0.8,10.75,3865.822169
3.5,0.8,11,4251.762517
3.5,0.8,11.25,4644.357197
3.5,0.8,11.5,5043.452366
3.5,0.8,11.75,5448.751666
3.5,0.8,12,5859.825613
3.5,0.8,12.25,6276.119383
3.5,0.8,12.5,6696.959841
3.5,0.8,12.75,7121.562395
3.5,0.8,13,7549.03814
3.5,0.8,13.25,7978.401592
3.5,0.8,13.5,8408.57924
3.5,0.8,13.75,8838.419063
3.5,0.8,14,9266.701086
3.5,0.8,14.25,9692.148987
3.5,0.8,14.5,10113.44272
3.5,0.8,14.75,10529.23204
3.5,0.8,15,10938.15079
4,0.1,4,3504.103677
4,0.1,4.25,1335.499597
